,prediction,actual,difference,% error
158,2409.9009500000006,2424.85,14.94904999999926,0.6369822912156703
159,3054.7653499999997,3186.86,132.09465000000046,4.160014871241418
160,1845.5945999999985,2056.19,210.59540000000152,10.263841415089367
161,4301.460859760999,2492.1,1809.3608597609987,72.6093580903875
162,3025.086999999998,2903.39,121.6969999999983,4.2080450705776835
163,1700.16015,1635.45,64.71014999999989,3.9860723127234867
164,3411.930654089528,2355.45,1056.4806540895283,44.86430756550557
165,2757.73175,2752.7,5.031750000000102,0.20092074676740165
166,2065.365749999999,1897.33,168.0357499999991,8.880445034592093
167,1935.5290624999993,1824.91,110.61906249999925,6.0873481847913204
168,2471.360800000001,2429.63,41.73080000000073,1.737800035389083
169,1921.4858500000016,1711.17,210.31585000000155,12.316383999252283
170,1984.0377999999996,2033.53,49.492200000000366,2.457790691386084
171,2012.0084999999992,1669.17,342.83849999999916,20.563255014463884
172,1947.5937000000004,2008.33,60.736299999999574,3.0483565060258746
173,998.7514560562751,1088.892,90.14054394372499,8.320287274344313
174,1908.0692999999994,1712.47,195.5992999999994,11.447912105874556
175,5064.652889313352,5883.09,818.4371106866483,13.919003715191716
176,2027.8140000000008,2159.59,131.77599999999939,6.123633737483131
177,7343.390703163878,8637.1,1293.7092968361221,14.983436334585093
178,1688.4145000000003,2171.49,483.07549999999947,22.2641678829092
179,1427.6165387445872,1357.98,69.63653874458714,5.162868702122014
180,1889.5659499999995,1708.81,180.75594999999953,10.6040419818523
181,2684.4333500000007,2646.34,38.093350000000555,1.4580915355669612
182,1513.922616666666,1488.68,25.24261666666598,1.728643727868087
183,2280.3247499999993,2162.68,117.64474999999948,5.461623628177012
184,2048.7000999999996,1988.94,59.76009999999951,3.028998110020886
185,2901.631508179059,2129.82,771.8115081790588,36.253309745909476
186,1517.2675043290044,1506.54,10.727504329004432,0.7450037377245748
187,1709.4970083333328,448.65,1260.8470083333327,280.82979145793894
188,2285.4015499999996,2869.84,584.4384500000006,20.37871645867739
189,2538.3270000000016,2231.42,306.9070000000015,13.773208717158388
